Quantity,UnitPrice,Discount,ShippingCost,SalesChannel,PaymentMethod,Cluster
15,23.94,0.26,29.6,In-store,Credit Card,2
48,31.0,0.45,17.84,Online,Bank Transfer,4
14,30.08,0.46,22.55,Online,Bank Transfer,4
7,24.7,0.37,11.19,Online,Bank Transfer,4
3,97.31,0.23,20.31,Online,paypall,5
2,36.13,0.36,14.6,In-store,Credit Card,2
36,1.5700000000000003,0.24,25.14,Online,Bank Transfer,4
29,68.7,0.39,18.46,Online,Credit Card,1
13,40.86,0.21,21.72,In-store,paypall,0
39,71.41,0.39,23.24,Online,paypall,5
38,48.62,0.45,19.0,Online,Credit Card,1
19,71.63,0.39,11.57,Online,paypall,5
44,93.72,0.46,17.61,Online,Bank Transfer,4
18,5.369999999999997,0.44,10.42,In-store,paypall,0
4,9.68,0.48,15.17,Online,Bank Transfer,4
47,38.19,0.43,10.78,Online,Credit Card,1
30,14.439999999999998,0.2,26.02,In-store,paypall,0
8,59.2,0.24,26.63,In-store,Bank Transfer,3
35,96.93,0.12,28.82,In-store,Bank Transfer,3
37,71.68,0.15,23.86,In-store,Credit Card,2
10,72.04,0.10999999999999999,14.67,In-store,paypall,0
43,27.78,0.08000000000000002,28.91,In-store,Credit Card,2
39,59.13,0.04999999999999999,11.72,Online,Bank Transfer,4
1,63.01,0.3,13.0,Online,Credit Card,1
2,90.43,0.2,15.85,Online,Credit Card,1
37,68.56,0.26,19.75,Online,Credit Card,1
5,69.64,0.39,13.2,Online,Bank Transfer,4
32,12.39,0.35,18.49,Online,Credit Card,1
45,67.38,0.01999999999999999,11.62,Online,paypall,5
31,87.74,0.38,21.55,In-store,paypall,0
39,28.13,0.04999999999999999,7.109999999999999,In-store,Bank Transfer,3
28,6.479999999999997,0.33,25.93,Online,Credit Card,1
7,31.49,0.42,18.66,In-store,Credit Card,2
2,29.52,0.14,21.28,In-store,Credit Card,2
44,11.399999999999999,0.42,28.41,Online,Bank Transfer,4
11,38.37,0.24,22.83,In-store,Credit Card,2
48,82.75,0.46,8.62,In-store,Credit Card,2
19,89.05,0.35,29.66,In-store,Bank Transfer,3
27,83.31,0.01999999999999999,7.539999999999999,Online,Credit Card,1
48,94.3,0.19,20.67,In-store,paypall,0
23,92.9,0.26,9.96,In-store,paypall,0
31,19.039999999999996,0.45,9.579999999999998,In-store,Bank Transfer,3
6,5.259999999999998,0.06,7.73,Online,Credit Card,1
49,16.240000000000002,0.38,20.14,Online,Bank Transfer,4
8,45.28,0.04999999999999999,11.05,Online,paypall,5
33,85.24,0.41,7.379999999999999,In-store,Bank Transfer,3
23,52.25,0.23,6.09,Online,Bank Transfer,4
29,90.08,0.49,25.08,Online,Credit Card,1
40,7.729999999999997,0.06,19.83,Online,paypall,5
30,93.57,0.3,17.27,Online,Credit Card,1
6,88.37,0.42,17.13,In-store,Bank Transfer,3
17,68.07,0.42,11.87,Online,paypall,5
2,21.849999999999998,0.39,8.3,In-store,Bank Transfer,3
39,93.98,0.46,20.1,Online,Credit Card,1
14,22.55,0.33,10.87,Online,paypall,5
37,93.59,0.46,19.48,In-store,paypall,0
41,81.28,0.1,14.16,In-store,Credit Card,2
24,88.89,0.22,23.72,In-store,Bank Transfer,3
4,54.76,0.21,11.17,Online,Credit Card,1
29,71.55,0.10999999999999999,26.23,Online,Credit Card,1
46,3.1499999999999986,0.26,11.03,Online,Credit Card,1
26,2.8100000000000023,0.09,28.13,In-store,paypall,0
19,93.45,0.14,15.25,In-store,Bank Transfer,3
18,28.41,0.33,6.66,Online,paypall,5
28,82.28,0.5,26.94,In-store,paypall,0
28,40.7,0.23,28.12,In-store,Credit Card,2
12,13.579999999999998,0.19,12.92,In-store,paypall,0
21,17.85,0.23,21.55,Online,paypall,5
32,65.22,0.35,16.39,Online,Bank Transfer,4
4,1.009999999999998,0.03,14.16,Online,Credit Card,1
23,36.18,0.38,24.18,Online,Credit Card,1
13,9.229999999999997,0.46,28.53,Online,paypall,5
31,83.3,0.14,26.92,Online,Credit Card,1
22,93.17,0.32,14.33,In-store,Credit Card,2
8,43.96,0.03,19.2,Online,Bank Transfer,4
6,82.26,0.08000000000000002,17.2,In-store,Credit Card,2
8,2.539999999999999,0.39,22.26,In-store,Bank Transfer,3
2,77.42,0.10999999999999999,8.23,Online,paypall,5
8,96.82,0.24,18.96,Online,paypall,5
48,68.23,0.1,11.25,Online,Bank Transfer,4
42,75.93,0.04999999999999999,21.22,Online,Credit Card,1
8,81.77,0.14,27.98,Online,Bank Transfer,4
35,36.94,0.47,20.82,In-store,paypall,0
38,10.96,0.2,23.07,Online,Credit Card,1
21,43.56,0.21,28.63,In-store,Bank Transfer,3
38,4.689999999999998,0.49,26.71,In-store,Bank Transfer,3
12,68.12,0.38,25.65,In-store,Bank Transfer,3
46,87.33,0.17,13.36,In-store,Credit Card,2
41,85.58,0.33,19.18,In-store,Bank Transfer,3
46,36.87,0.09,24.16,In-store,Bank Transfer,3
3,61.27,0.17,22.74,In-store,Bank Transfer,3
24,39.2,0.22,23.11,In-store,Bank Transfer,3
48,3.1000000000000014,0.4,17.41,Online,paypall,5
28,35.58,0.14,11.74,In-store,Credit Card,2
42,92.14,0.21,12.48,In-store,Bank Transfer,3
43,50.29,0.38,17.22,Online,Bank Transfer,4
8,70.33,0.26,23.9,In-store,Credit Card,2
4,81.62,0.17,6.609999999999999,Online,Bank Transfer,4
27,7.93,0.31,14.49,Online,Bank Transfer,4
3,36.69,0.46,10.33,In-store,paypall,0
11,98.15,0.49,13.64,Online,Credit Card,1
8,3.1099999999999994,0.08000000000000002,24.09,Online,paypall,5
47,98.84,0.39,28.44,In-store,Credit Card,2
30,78.93,0.48,29.39,In-store,paypall,0
35,12.119999999999997,0.5,18.45,Online,paypall,5
33,53.54,0.36,21.8,In-store,paypall,0
15,94.15,0.22,19.73,In-store,Credit Card,2
30,79.45,0.15,24.27,Online,Credit Card,1
11,78.51,0.12,12.64,In-store,Credit Card,2
39,73.93,0.14,24.0,Online,Bank Transfer,4
31,5.109999999999999,0.0,5.93,Online,Bank Transfer,4
2,60.49,0.3,26.72,In-store,Bank Transfer,3
7,31.14,0.2,21.58,Online,paypall,5
36,20.170000000000005,0.36,11.64,In-store,Credit Card,2
8,38.22,0.15,29.41,Online,paypall,5
26,79.0,0.19,26.73,In-store,paypall,0
10,13.550000000000004,0.43,12.82,In-store,paypall,0
31,32.72,0.22,7.65,Online,Bank Transfer,4
42,36.01,0.41,29.94,Online,paypall,5
15,13.449999999999996,0.22,11.69,In-store,Bank Transfer,3
17,14.5,0.24,27.57,In-store,paypall,0
27,22.41,0.46,29.81,In-store,Bank Transfer,3
36,63.37,0.33,28.75,In-store,paypall,0
14,42.8,0.24,15.89,In-store,paypall,0
28,99.84,0.16,27.64,Online,Credit Card,1
8,16.64,0.38,20.11,Online,paypall,5
28,8.149999999999999,0.06,27.12,Online,paypall,5
44,96.6,0.34,26.42,Online,Bank Transfer,4
30,68.68,0.26,24.78,Online,Credit Card,1
29,79.84,0.44,28.85,Online,Bank Transfer,4
12,40.37,0.21,27.44,In-store,paypall,0
35,72.34,0.28,16.84,In-store,Bank Transfer,3
19,39.6,0.38,10.64,Online,paypall,5
46,65.0,0.03,19.62,In-store,paypall,0
5,70.05,0.31,19.21,In-store,Bank Transfer,3
12,5.420000000000002,0.36,14.44,Online,Bank Transfer,4
6,19.79,0.18,10.9,Online,Credit Card,1
5,58.99,0.2,10.53,Online,Credit Card,1
24,5.469999999999999,0.2,15.35,Online,Bank Transfer,4
41,28.99,0.4,18.24,Online,Bank Transfer,4
18,87.69,0.46,10.95,Online,paypall,5
25,77.55,0.4,20.06,In-store,paypall,0
28,78.74,0.14,14.16,Online,paypall,5
49,4.109999999999999,0.04000000000000001,27.85,Online,paypall,5
24,45.62,0.24,8.14,Online,Bank Transfer,4
23,85.07,0.34,10.63,Online,Bank Transfer,4
1,25.54,0.35,12.14,In-store,Credit Card,2
14,92.83,0.08000000000000002,12.18,In-store,Credit Card,2
19,3.0700000000000003,0.4,27.32,Online,Bank Transfer,4
38,77.13,0.3,6.039999999999999,Online,paypall,5
33,3.3900000000000006,0.3,18.61,Online,paypall,5
37,35.73,0.34,25.54,Online,Credit Card,1
6,99.39,0.28,26.82,Online,Bank Transfer,4
34,58.78,0.10999999999999999,6.08,In-store,Credit Card,2
23,85.4,0.19,20.55,In-store,Credit Card,2
27,36.96,0.2,29.36,In-store,Credit Card,2
22,39.96,0.44,7.18,In-store,paypall,0
38,31.26,0.44,29.22,Online,Credit Card,1
14,81.76,0.42,25.11,Online,Bank Transfer,4
22,71.1,0.01999999999999999,16.86,In-store,Credit Card,2
45,95.16,0.38,20.56,In-store,Bank Transfer,3
8,38.87,0.48,13.25,In-store,Credit Card,2
11,99.09,0.19,17.35,In-store,Credit Card,2
44,20.399999999999995,0.32,10.74,Online,paypall,5
12,59.17,0.33,23.43,In-store,paypall,0
25,38.79,0.03,18.37,Online,Bank Transfer,4
2,13.82,0.43,11.52,In-store,Bank Transfer,3
8,11.839999999999996,0.08000000000000002,25.28,In-store,Credit Card,2
45,33.03,0.01999999999999999,28.33,In-store,Bank Transfer,3
35,30.99,0.10999999999999999,19.53,Online,paypall,5
32,32.93,0.44,22.27,In-store,Credit Card,2
14,84.44,0.42,9.23,Online,paypall,5
29,43.99,0.4,25.73,In-store,paypall,0
19,38.22,0.24,9.66,Online,Bank Transfer,4
36,72.65,0.47,28.63,Online,Bank Transfer,4
46,40.28,0.43,10.82,In-store,Bank Transfer,3
5,80.51,0.5,25.93,Online,paypall,5
17,74.64,0.28,5.140000000000001,Online,Bank Transfer,4
34,50.01,0.46,10.66,In-store,paypall,0
22,90.81,0.47,27.77,Online,Bank Transfer,4
11,9.229999999999997,0.46,19.06,In-store,paypall,0
30,46.01,0.16,15.97,In-store,paypall,0
29,2.8299999999999983,0.25,11.11,Online,Credit Card,1
15,62.99,0.32,20.96,In-store,Credit Card,2
36,18.190000000000005,0.19,5.870000000000001,In-store,Credit Card,2
39,8.449999999999996,0.36,6.57,In-store,paypall,0
17,54.76,0.4,14.15,In-store,Bank Transfer,3
27,14.36,0.36,29.74,Online,Bank Transfer,4
2,95.35,0.04000000000000001,28.29,In-store,Bank Transfer,3
6,83.9,0.45,13.47,Online,paypall,5
4,87.46,0.38,18.33,In-store,Bank Transfer,3
23,56.51,0.06,16.95,In-store,paypall,0
47,76.52,0.16,23.81,Online,paypall,5
31,87.1,0.10999999999999999,12.51,Online,Credit Card,1
48,28.21,0.33,8.03,Online,Bank Transfer,4
1,4.399999999999999,0.5,15.21,Online,Credit Card,1
44,37.17,0.4,9.11,Online,Credit Card,1
47,26.83,0.41,25.67,In-store,Bank Transfer,3
13,86.91,0.10999999999999999,16.79,In-store,paypall,0
6,19.310000000000002,0.04999999999999999,10.63,In-store,paypall,0
34,39.44,0.27,27.68,Online,Bank Transfer,4
37,88.26,0.32,21.14,Online,paypall,5
16,91.09,0.10999999999999999,10.080000000000002,Online,paypall,5
32,11.100000000000001,0.17,5.870000000000001,In-store,Bank Transfer,3
44,86.74,0.5,7.26,In-store,Credit Card,2
15,15.39,0.1,23.25,Online,paypall,5
4,58.81,0.22,17.9,Online,paypall,5
43,89.75,0.39,11.52,In-store,paypall,0
12,19.6,0.16,15.09,In-store,Bank Transfer,3
10,60.95,0.44,15.34,Online,Bank Transfer,4
2,83.32,0.33,28.19,Online,Credit Card,1
24,77.27,0.33,15.04,Online,paypall,5
16,23.6,0.26,5.690000000000001,In-store,Bank Transfer,3
35,82.1,0.47,15.44,Online,Credit Card,1
40,56.61,0.19,17.6,Online,Credit Card,1
17,2.5899999999999963,0.10999999999999999,27.76,Online,Credit Card,1
47,41.41,0.12,18.39,Online,paypall,5
8,9.300000000000004,0.43,8.34,In-store,paypall,0
29,57.83,0.3,28.85,Online,Bank Transfer,4
34,81.56,0.38,6.5,In-store,Credit Card,2
42,17.380000000000003,0.3,24.82,Online,Bank Transfer,4
31,9.21,0.44,9.41,Online,paypall,5
17,72.76,0.47,19.6,Online,Credit Card,1
4,48.89,0.13,15.39,In-store,paypall,0
23,78.19,0.22,11.04,In-store,Credit Card,2
11,32.91,0.06,11.14,In-store,paypall,0
23,97.81,0.33,27.56,Online,Bank Transfer,4
5,16.759999999999998,0.2,22.48,In-store,Bank Transfer,3
39,54.86,0.5,15.52,In-store,paypall,0
32,5.25,0.37,22.21,Online,Credit Card,1
5,24.54,0.12,22.93,In-store,paypall,0
39,76.62,0.43,13.59,In-store,paypall,0
17,90.54,0.09,27.92,Online,Bank Transfer,4
23,87.78,0.24,24.78,In-store,Credit Card,2
34,51.57,0.32,19.8,Online,Credit Card,1
30,44.62,0.29,13.18,In-store,paypall,0
27,23.35,0.45,13.39,In-store,Bank Transfer,3
33,58.37,0.26,20.0,Online,Bank Transfer,4
16,72.74,0.42,21.09,In-store,Bank Transfer,3
44,98.03,0.1,18.37,Online,paypall,5
4,90.95,0.16,29.29,In-store,paypall,0
20,80.48,0.27,19.15,In-store,Bank Transfer,3
48,31.18,0.41,26.31,In-store,Bank Transfer,3
32,49.75,0.46,6.940000000000001,Online,paypall,5
34,26.01,0.43,24.46,Online,Bank Transfer,4
45,61.53,0.08000000000000002,20.14,In-store,paypall,0
16,39.29,0.23,22.63,In-store,Credit Card,2
47,27.96,0.4,11.18,Online,Bank Transfer,4
29,46.84,0.31,13.23,Online,Bank Transfer,4
49,67.1,0.21,7.82,Online,paypall,5
40,58.39,0.12,22.76,In-store,Credit Card,2
29,42.72,0.34,19.0,In-store,Credit Card,2
3,59.59,0.10999999999999999,8.37,Online,Credit Card,1
42,11.719999999999999,0.47,18.43,Online,paypall,5
7,93.52,0.18,5.1,Online,paypall,5
42,20.929999999999996,0.25,18.91,In-store,Credit Card,2
40,97.33,0.47,29.84,In-store,paypall,0
21,48.77,0.10999999999999999,23.41,Online,Credit Card,1
35,48.21,0.04999999999999999,7.859999999999999,Online,Credit Card,1
37,96.3,0.49,27.0,In-store,paypall,0
29,45.91,0.04999999999999999,14.82,Online,Credit Card,1
31,4.869999999999997,0.29,8.14,In-store,paypall,0
17,29.86,0.24,13.29,In-store,Credit Card,2
43,57.9,0.42,22.86,Online,Credit Card,1
21,38.47,0.24,13.4,In-store,Credit Card,2
28,32.05,0.39,23.71,In-store,paypall,0
23,11.329999999999998,0.48,20.97,In-store,paypall,0
31,86.09,0.32,29.91,Online,paypall,5
28,58.04,0.29,26.97,In-store,Credit Card,2
11,58.18,0.4,27.9,Online,paypall,5
1,57.96,0.4,27.86,Online,Bank Transfer,4
24,30.24,0.4,16.01,Online,paypall,5
13,49.61,0.19,24.43,In-store,Credit Card,2
43,6.119999999999997,0.06,23.63,In-store,paypall,0
39,34.61,0.01999999999999999,6.01,In-store,Bank Transfer,3
27,27.17,0.48,6.26,Online,paypall,5
1,46.68,0.27,17.48,Online,Credit Card,1
8,35.95,0.47,6.85,In-store,paypall,0
40,89.17,0.31,15.85,Online,Credit Card,1
21,4.890000000000001,0.26,17.32,Online,Bank Transfer,4
10,23.77,0.25,26.23,Online,Bank Transfer,4
8,8.39,0.48,21.79,Online,Credit Card,1
3,59.89,0.01999999999999999,9.529999999999998,Online,paypall,5
29,85.53,0.31,20.16,Online,Bank Transfer,4
22,57.71,0.2,28.87,Online,Credit Card,1
38,7.32,0.08000000000000002,26.93,In-store,paypall,0
42,16.92,0.23,11.13,In-store,Bank Transfer,3
41,21.460000000000004,0.49,20.66,Online,Credit Card,1
43,38.44,0.47,20.2,Online,Bank Transfer,4
30,71.03,0.06,14.15,In-store,Bank Transfer,3
24,88.94,0.46,27.25,Online,Bank Transfer,4
3,96.1,0.47,24.65,Online,Bank Transfer,4
8,13.11,0.04000000000000001,29.15,In-store,paypall,0
26,14.68,0.26,22.45,Online,paypall,5
47,44.17,0.22,11.29,Online,Bank Transfer,4
35,12.04,0.23,13.33,Online,Credit Card,1
39,80.89,0.28,26.71,Online,Credit Card,1
31,79.73,0.38,22.3,In-store,Credit Card,2
33,95.66,0.07,26.11,In-store,Credit Card,2
41,5.189999999999998,0.03,7.41,Online,Bank Transfer,4
35,19.1,0.27,9.7,In-store,Credit Card,2
16,89.86,0.49,16.15,Online,Bank Transfer,4
11,62.05,0.2,13.31,In-store,paypall,0
49,45.08,0.03,24.35,Online,Credit Card,1
15,68.23,0.1,9.08,Online,Credit Card,1
25,25.29,0.03,7.9,In-store,Credit Card,2
14,72.75,0.16,27.83,In-store,Bank Transfer,3
8,49.48,0.07,10.23,In-store,paypall,0
10,65.75,0.04000000000000001,25.6,In-store,Credit Card,2
23,30.83,0.44,22.48,Online,Credit Card,1
45,53.59,0.04000000000000001,28.31,Online,Credit Card,1
6,10.350000000000001,0.25,5.300000000000001,In-store,paypall,0
28,19.29,0.35,23.79,In-store,Bank Transfer,3
13,1.1899999999999977,0.01999999999999999,18.47,Online,Credit Card,1
45,30.76,0.29,15.64,Online,paypall,5
13,2.009999999999998,0.46,10.99,In-store,Bank Transfer,3
46,50.24,0.42,22.4,Online,paypall,5
30,4.380000000000003,0.44,17.87,In-store,Credit Card,2
7,46.03,0.35,24.85,Online,Credit Card,1
26,32.26,0.06,20.26,Online,Bank Transfer,4
23,20.24,0.25,26.27,Online,Bank Transfer,4
28,40.53,0.12,13.19,In-store,Credit Card,2
24,8.589999999999996,0.12,6.82,In-store,Credit Card,2
33,70.18,0.27,18.55,Online,Credit Card,1
13,54.84,0.49,13.28,Online,paypall,5
49,22.11,0.29,14.01,Online,Credit Card,1
34,84.6,0.01999999999999999,16.83,In-store,paypall,0
13,8.990000000000002,0.06,24.72,Online,Credit Card,1
31,77.76,0.09,14.0,In-store,Credit Card,2
29,3.9399999999999977,0.19,24.57,In-store,Bank Transfer,3
31,58.64,0.28,11.85,Online,paypall,5
48,59.35,0.41,24.69,In-store,Bank Transfer,3
31,15.18,0.44,19.47,In-store,paypall,0
24,72.42,0.38,13.4,Online,Credit Card,1
46,54.55,0.04000000000000001,13.11,Online,Credit Card,1
30,26.31,0.10999999999999999,25.75,In-store,paypall,0
7,72.69,0.12,20.9,Online,Bank Transfer,4
20,47.72,0.25,18.48,In-store,Bank Transfer,3
2,43.61,0.08000000000000002,7.0,In-store,Credit Card,2
18,1.5499999999999972,0.16,5.4,In-store,Bank Transfer,3
12,49.99,0.12,11.3,In-store,paypall,0
21,62.81,0.47,9.42,Online,paypall,5
39,81.91,0.06,16.6,Online,Bank Transfer,4
19,95.6,0.12,26.21,Online,paypall,5
6,23.83,0.01999999999999999,20.27,In-store,Credit Card,2
8,84.12,0.04000000000000001,15.68,Online,Bank Transfer,4
4,11.839999999999996,0.04000000000000001,10.54,Online,paypall,5
20,71.06,0.12,20.7,In-store,Credit Card,2
3,69.14,0.28,21.46,Online,paypall,5
8,2.460000000000001,0.06,17.38,Online,paypall,5
27,45.16,0.04000000000000001,16.83,In-store,Bank Transfer,3
5,62.78,0.14,16.67,Online,Bank Transfer,4
4,82.58,0.01999999999999999,29.94,In-store,paypall,0
19,84.69,0.09,25.39,Online,Bank Transfer,4
37,28.12,0.04000000000000001,7.08,Online,Credit Card,1
16,58.44,0.22,27.52,In-store,Bank Transfer,3
22,76.63,0.06,28.05,In-store,Credit Card,2
16,82.19,0.49,9.59,Online,paypall,5
21,40.31,0.43,12.88,Online,Bank Transfer,4
34,42.99,0.42,15.65,Online,Bank Transfer,4
5,62.04,0.49,10.79,In-store,Bank Transfer,3
16,21.980000000000004,0.010000000000000009,26.44,Online,Credit Card,1
2,56.96,0.04999999999999999,15.46,In-store,Bank Transfer,3
13,66.95,0.5,5.51,Online,Bank Transfer,4
32,7.119999999999997,0.43,7.73,In-store,Credit Card,2
14,60.21,0.03,19.39,Online,paypall,5
21,89.29,0.44,19.06,Online,Bank Transfer,4
4,48.64,0.33,18.31,In-store,Credit Card,2
42,69.28,0.36,14.63,In-store,paypall,0
46,79.3,0.35,15.8,Online,paypall,5
16,45.16,0.33,22.0,In-store,Bank Transfer,3
11,69.99,0.43,24.87,In-store,paypall,0
33,9.100000000000001,0.38,19.79,In-store,Credit Card,2
22,49.96,0.21,9.91,Online,paypall,5
11,85.61,0.15,6.530000000000001,Online,paypall,5
28,84.66,0.41,25.16,In-store,Credit Card,2
34,49.11,0.01999999999999999,24.36,Online,Credit Card,1
41,88.36,0.2,8.84,Online,paypall,5
11,15.829999999999998,0.19,28.46,Online,paypall,5
7,84.42,0.29,21.94,Online,Credit Card,1
15,5.020000000000003,0.09,15.7,In-store,paypall,0
20,12.600000000000001,0.18,24.8,In-store,Credit Card,2
16,8.630000000000003,0.2,21.26,Online,Bank Transfer,4
29,75.71,0.09,28.16,In-store,Credit Card,2
5,73.72,0.38,24.27,In-store,Bank Transfer,3
21,58.62,0.07,12.52,Online,Bank Transfer,4
15,88.86,0.19,10.72,Online,Bank Transfer,4
6,86.89,0.14,5.300000000000001,Online,paypall,5
49,29.09,0.010000000000000009,26.39,In-store,paypall,0
23,38.44,0.21,15.07,Online,Credit Card,1
44,99.62,0.01999999999999999,25.82,In-store,paypall,0
42,64.56,0.2,27.15,Online,Credit Card,1
45,32.74,0.46,15.17,Online,Bank Transfer,4
29,95.68,0.17,24.71,Online,Credit Card,1
1,41.51,0.34,21.92,In-store,paypall,0
5,20.419999999999998,0.04999999999999999,22.49,Online,Credit Card,1
8,31.83,0.43,18.59,Online,Credit Card,1
15,50.18,0.37,20.71,Online,Credit Card,1
49,58.73,0.29,9.66,In-store,paypall,0
33,15.969999999999999,0.16,21.52,Online,Bank Transfer,4
24,60.56,0.2,16.41,In-store,Credit Card,2
37,46.59,0.22,13.69,Online,Credit Card,1
6,73.08,0.23,15.57,In-store,Credit Card,2
39,5.100000000000001,0.08000000000000002,17.78,Online,Bank Transfer,4
11,98.54,0.41,28.55,Online,paypall,5
25,14.009999999999998,0.44,19.07,Online,paypall,5
18,83.05,0.15,23.2,Online,paypall,5
22,76.61,0.32,12.02,In-store,Bank Transfer,3
41,83.57,0.2,14.33,Online,Bank Transfer,4
14,25.08,0.19,6.33,In-store,paypall,0
10,82.35,0.41,17.65,Online,Credit Card,1
17,23.13,0.24,23.28,Online,Credit Card,1
29,45.04,0.43,16.42,Online,paypall,5
6,88.36,0.29,18.82,Online,paypall,5
7,94.86,0.2,7.43,Online,Credit Card,1
5,42.85,0.3,5.77,In-store,paypall,0
35,36.44,0.42,7.710000000000001,In-store,Credit Card,2
17,31.62,0.3,25.52,Online,paypall,5
1,6.829999999999998,0.26,17.48,In-store,paypall,0
15,61.35,0.23,29.73,Online,Bank Transfer,4
38,78.14,0.08000000000000002,16.11,Online,Credit Card,1
49,17.490000000000002,0.21,16.87,Online,paypall,5
11,17.82,0.43,25.57,In-store,Credit Card,2
26,45.98,0.16,11.52,In-store,Credit Card,2
43,56.05,0.1,8.13,In-store,paypall,0
49,37.17,0.31,5.640000000000001,In-store,Credit Card,2
43,27.5,0.16,25.08,Online,Credit Card,1
14,59.94,0.16,27.91,In-store,paypall,0
13,17.979999999999997,0.47,17.52,Online,Bank Transfer,4
4,89.88,0.010000000000000009,19.48,Online,paypall,5
48,71.13,0.19,11.39,Online,paypall,5
37,26.41,0.17,19.85,Online,Bank Transfer,4
33,73.46,0.45,17.4,In-store,paypall,0
14,56.98,0.010000000000000009,23.98,Online,paypall,5
13,96.05,0.06,26.32,Online,Credit Card,1
17,16.229999999999997,0.1,19.13,In-store,Bank Transfer,3
47,70.81,0.09,28.32,In-store,Bank Transfer,3
39,45.91,0.25,27.97,In-store,Credit Card,2
48,14.96,0.08000000000000002,10.34,Online,paypall,5
6,17.96,0.39,15.99,Online,Credit Card,1
22,25.56,0.49,7.98,Online,paypall,5
23,60.12,0.44,17.29,Online,Bank Transfer,4
36,48.36,0.07,11.38,Online,paypall,5
41,56.03,0.43,15.51,Online,Bank Transfer,4
43,97.12,0.26,28.83,In-store,Bank Transfer,3
45,61.01,0.01999999999999999,28.49,In-store,Credit Card,2
35,35.81,0.03,29.13,In-store,Bank Transfer,3
32,83.69,0.10999999999999999,11.08,Online,Bank Transfer,4
1,26.72,0.10999999999999999,28.65,In-store,paypall,0
4,96.57,0.06,10.23,In-store,Bank Transfer,3
47,43.99,0.33,22.48,In-store,Credit Card,2
4,36.95,0.01999999999999999,19.8,In-store,Bank Transfer,3
33,44.96,0.37,29.32,In-store,Credit Card,2
43,78.99,0.48,22.57,In-store,Credit Card,2
34,3.6400000000000006,0.26,19.0,In-store,Credit Card,2
30,94.81,0.04999999999999999,29.14,In-store,Bank Transfer,3
39,35.24,0.33,13.37,In-store,paypall,0
15,83.17,0.08000000000000002,14.46,In-store,Credit Card,2
32,73.38,0.29,17.11,In-store,Credit Card,2
26,3.549999999999997,0.28,21.11,Online,paypall,5
39,73.23,0.36,12.41,Online,Credit Card,1
8,41.35,0.45,15.3,In-store,Credit Card,2
26,80.65,0.41,7.85,In-store,Credit Card,2
17,43.81,0.24,11.53,In-store,paypall,0
30,62.06,0.01999999999999999,28.39,In-store,Bank Transfer,3
35,49.56,0.4,10.87,Online,Bank Transfer,4
12,76.14,0.01999999999999999,7.109999999999999,Online,Credit Card,1
6,57.3,0.06,26.27,In-store,paypall,0
29,5.369999999999997,0.09,15.97,In-store,Credit Card,2
14,90.37,0.03,6.77,In-store,paypall,0
1,76.79,0.14,10.220000000000002,In-store,Bank Transfer,3
27,12.189999999999998,0.14,26.47,In-store,Credit Card,2
39,90.92,0.04000000000000001,25.09,In-store,Bank Transfer,3
6,24.84,0.28,7.91,Online,Bank Transfer,4
33,88.16,0.12,10.61,In-store,Credit Card,2
47,98.22,0.49,10.78,In-store,paypall,0
48,56.71,0.37,9.529999999999998,Online,paypall,5
44,95.67,0.45,5.440000000000001,Online,Credit Card,1
41,51.59,0.16,9.17,In-store,Bank Transfer,3
31,87.01,0.4,29.65,In-store,Credit Card,2
49,11.020000000000003,0.21,23.28,Online,Credit Card,1
37,88.04,0.16,8.35,Online,Credit Card,1
32,9.170000000000002,0.03,15.17,In-store,Bank Transfer,3
33,13.339999999999996,0.1,20.61,In-store,paypall,0
20,95.64,0.48,24.36,Online,Credit Card,1
47,97.58,0.14,25.35,Online,paypall,5
17,64.15,0.31,28.35,In-store,Credit Card,2
33,29.43,0.19,11.85,Online,Bank Transfer,4
42,26.2,0.48,17.75,In-store,Credit Card,2
23,65.88,0.14,8.99,In-store,paypall,0
6,24.8,0.36,5.84,Online,Bank Transfer,4
29,24.09,0.46,25.45,Online,Credit Card,1
38,66.16,0.39,20.56,Online,paypall,5
4,66.59,0.37,22.5,Online,paypall,5
38,92.86,0.01999999999999999,28.49,Online,Credit Card,1
7,89.24,0.3,22.14,Online,Bank Transfer,4
15,1.8699999999999974,0.18,10.02,Online,Credit Card,1
21,94.08,0.4,16.37,Online,paypall,5
16,74.31,0.03,25.35,Online,Bank Transfer,4
6,47.99,0.06,7.620000000000001,In-store,paypall,0
13,18.130000000000003,0.08000000000000002,22.69,In-store,paypall,0
8,65.25,0.26,13.61,In-store,Credit Card,2
33,14.64,0.23,29.69,Online,Credit Card,1
3,19.75,0.16,5.109999999999999,Online,Bank Transfer,4
47,76.66,0.09,10.81,Online,Bank Transfer,4
46,81.04,0.35,12.62,In-store,Bank Transfer,3
23,15.189999999999998,0.12,14.95,Online,Bank Transfer,4
8,74.53,0.43,6.059999999999999,Online,Bank Transfer,4
20,20.090000000000003,0.26,16.64,Online,Credit Card,1
30,54.44,0.25,5.469999999999999,In-store,Credit Card,2
46,91.12,0.09,26.05,Online,Credit Card,1
11,18.369999999999997,0.09,7.74,In-store,Bank Transfer,3
20,36.86,0.45,6.199999999999999,Online,paypall,5
2,73.13,0.39,9.24,In-store,paypall,0
34,51.91,0.25,15.02,Online,Credit Card,1
17,18.050000000000004,0.19,5.83,Online,paypall,5
